Customer_ID,Age,Gender,City,Employment_Type,Annual_Income,Loan_Amount,Loan_Purpose,Credit_Score,Loan_Tenure_Years,EMI_Amount,Payment_History,Loan_Status,DTI_Ratio,LTI_Ratio,Credit_Tier
CUST00850,55,Female,Pune,Salaried,1959980.0,4055194,Education Loan,537.0,13,25994.83,Good,Rejected,0.15915364442494312,2.0689976428330903,Poor
CUST00031,37,Female,Lucknow,Self-Employed,375211.0,3845830,Home Loan,677.0,16,20030.36,Excellent,Defaulted,0.6406110695048919,10.249779457425289,Good
CUST01115,40,Female,Lucknow,Self-Employed,2351341.0,4233583,Education Loan,822.0,13,27138.35,Delayed,Rejected,0.13849977523464269,1.8004972481660466,Excellent
CUST01544,55,Female,Chennai,Salaried,1454352.0,2217626,Personal Loan,762.0,5,36960.43,Excellent,Approved,0.30496410772632765,1.524820676149928,Excellent
CUST01661,45,Male,Mumbai,Business Owner,828380.0,2079341,Car Loan,566.0,17,10192.85,Missed,Defaulted,0.1476546995340303,2.5101294092083344,Fair
CUST01311,45,Male,Jaipur,Freelancer,1391855.0,761716,Car Loan,820.0,13,4882.79,Good,Approved,0.04209740238746133,0.5472667770708874,Excellent
CUST00833,46,Male,Mumbai,Freelancer,2046198.0,994131,Business Loan,833.0,16,5177.77,Missed,Defaulted,0.030365213923579246,0.48584301225981064,Excellent
CUST00694,30,Female,Ahmedabad,Freelancer,1261339.0,3493571,Personal Loan,785.0,11,26466.45,Good,Approved,0.25179384764920454,2.769732007017939,Excellent
CUST00533,26,Female,Kolkata,Freelancer,864917.0,4231726,Business Loan,850.0,19,18560.2,Missed,Defaulted,0.25750725214095693,4.892638253150302,Excellent
CUST01582,28,Male,Jaipur,Salaried,537369.0,994461,Business Loan,875.0,16,5179.48,Missed,Defaulted,0.11566309184191867,1.8506110326423741,Excellent
CUST01851,33,Male,Ahmedabad,Business Owner,276240.0,4759751,Personal Loan,685.0,8,49580.74,Excellent,Defaulted,2.153811468288445,17.230491601505936,Good
CUST00382,25,Male,Lucknow,Freelancer,2417181.0,3905288,Home Loan,313.0,17,19143.57,Good,Defaulted,0.09503750029476485,1.615637389173587,Poor
CUST01605,53,Female,Mumbai,Freelancer,908175.0,3433737,Car Loan,817.0,14,20438.91,Delayed,Rejected,0.2700657031959699,3.7809199768767034,Excellent
CUST00045,23,Male,Delhi,Business Owner,766956.0,3050109,Car Loan,317.0,11,23106.89,Delayed,Defaulted,0.36153662009293885,3.9769021951715615,Poor
CUST01731,28,Male,Delhi,Salaried,1338585.0,1446102,Personal Loan,837.0,6,20084.75,Good,Approved,0.18005356402469772,1.0803213841481862,Excellent
CUST00169,48,Male,Mumbai,Business Owner,1783246.0,1314134,Education Loan,721.0,3,36503.72,Delayed,Approved,0.24564453810635214,0.7369336591810665,Good
CUST00304,26,Female,Ahmedabad,Business Owner,2273290.0,1948917,Car Loan,446.0,12,13534.15,Excellent,Defaulted,0.07144262280659308,0.8573112097444673,Poor
CUST00343,54,Female,Chennai,Freelancer,645377.0,497244,Personal Loan,483.0,16,2589.81,Missed,Defaulted,0.0481543655878657,0.7704705931571779,Poor
CUST00439,57,Male,Jaipur,Self-Employed,716409.0,2470872,Education Loan,578.0,8,25738.25,Good,Rejected,0.431121049568054,3.448968396544432,Fair
CUST01965,36,Male,Delhi,Business Owner,550067.0,3966247,Car Loan,804.0,8,41315.07,Good,Defaulted,0.9013099131560337,7.2104798142771696,Excellent
CUST00765,46,Male,Lucknow,Self-Employed,665982.0,1840146,Home Loan,630.0,5,30669.1,Delayed,Rejected,0.5526113318377973,2.763056659188987,Fair
CUST01678,62,Female,Lucknow,Salaried,722154.0,2240002,Car Loan,539.0,11,16969.71,Excellent,Rejected,0.28198489518856085,3.101834234803103,Poor
CUST01179,40,Male,Bangalore,Freelancer,1861945.0,4152748,Car Loan,827.0,4,86515.58,Good,Approved,0.5575819693922216,2.230327963500533,Excellent
CUST01928,47,Female,Bangalore,Salaried,832405.0,974993,Education Loan,833.0,16,5078.09,Missed,Defaulted,0.07320604753695617,1.1712964242165773,Excellent
CUST00421,35,Male,Ahmedabad,Salaried,1829311.0,3578880,Home Loan,499.0,9,33137.78,Excellent,Defaulted,0.21737876173050946,1.9564087243776482,Poor
CUST00708,24,Female,Delhi,Self-Employed,635071.0,1236430,Education Loan,801.0,1,103035.83,Missed,Defaulted,1.9469161085925826,1.9469161715776662,Excellent
CUST01346,50,Male,Chennai,Self-Employed,1324027.0,568490,Business Loan,573.0,13,3644.17,Missed,Defaulted,0.033028057584928404,0.4293643558628336,Fair
CUST00789,48,Female,Jaipur,Self-Employed,1057342.0,1820403,Car Loan,402.0,15,10113.35,Delayed,Defaulted,0.1147785673887919,1.7216785108318784,Poor
CUST00355,57,Female,Ahmedabad,Freelancer,1811935.0,4681889,Business Loan,803.0,5,78031.48,Missed,Approved,0.5167833062444293,2.583916641601382,Excellent
CUST00354,28,Male,Kolkata,Business Owner,1881076.0,4734013,Home Loan,510.0,8,49312.64,Delayed,Rejected,0.3145814842143539,2.5166516398061534,Poor
CUST00528,49,Female,Jaipur,Business Owner,1357588.5,696012,Education Loan,743.0,10,5800.1,Missed,Defaulted,0.051268259859302,0.5126825985930199,Good
CUST01342,28,Male,Mumbai,Salaried,2320243.0,2774274,Personal Loan,346.0,6,38531.58,Good,Defaulted,0.19928040295779365,1.1956825211842035,Poor
CUST00483,47,Female,Pune,Business Owner,490998.0,1523300,Education Loan,808.0,19,6681.14,Delayed,Approved,0.16328718243251503,3.1024566291512388,Excellent
CUST00186,23,Female,Delhi,Self-Employed,1903377.0,4756797,Car Loan,695.0,17,23317.63,Good,Rejected,0.14700795480874257,2.4991354839319797,Good
CUST01395,46,Male,Mumbai,Freelancer,2045219.0,2446640,Business Loan,594.0,17,11993.33,Good,Approved,0.0703689727114798,1.1962728685778883,Fair
CUST01455,25,Female,Pune,Self-Employed,1353824.0,3081830,Business Loan,762.0,9,28535.46,Missed,Defaulted,0.2529320797976694,2.276388954546529,Excellent
CUST01426,25,Female,Mumbai,Self-Employed,1353824.0,4676510,Car Loan,520.0,10,38970.92,Delayed,Rejected,0.34542971612262746,3.4542968657668944,Poor
CUST01229,42,Female,Delhi,Business Owner,1839778.0,1559390,Personal Loan,866.0,19,6839.43,Good,Approved,0.04461036059785474,0.8475968296174865,Excellent
CUST00301,54,Male,Pune,Self-Employed,1662073.0,3687967,Car Loan,595.0,3,102443.53,Delayed,Rejected,0.7396319896899834,2.218895920937287,Fair
CUST00454,48,Female,Ahmedabad,Freelancer,2148183.0,4424798,Personal Loan,749.0,11,33521.2,Missed,Defaulted,0.18725332059698824,2.059786340362995,Good
CUST00734,45,Female,Delhi,Salaried,675595.0,1177787,Car Loan,582.0,7,14021.27,Missed,Defaulted,0.24904749147048155,1.7433329139499256,Fair
CUST01782,53,Female,Kolkata,Business Owner,2127716.0,3828271,Car Loan,365.0,13,24540.2,Excellent,Defaulted,0.13840305755091376,1.7992396541643716,Poor
CUST01789,55,Male,Kolkata,Business Owner,1646250.0,978864,Home Loan,440.0,19,4293.26,Good,Defaulted,0.031294833712984055,0.5946022779043281,Poor
CUST01911,38,Female,Delhi,Self-Employed,2458233.0,4280013,Business Loan,486.0,12,29722.31,Missed,Defaulted,0.14509109592133862,1.7410932975027185,Poor
CUST01973,59,Male,Hyderabad,Self-Employed,2049691.0,4228465,Home Loan,869.0,9,39152.45,Missed,Defaulted,0.22921962383598307,2.0629768096752144,Excellent
CUST01393,31,Male,Lucknow,Freelancer,1126215.0,4053314,Personal Loan,770.0,12,28148.01,Good,Rejected,0.29992152475326644,3.5990587942799555,Excellent
CUST01233,59,Male,Kolkata,Freelancer,1538084.0,1854053,Car Loan,762.0,3,51501.47,Excellent,Approved,0.40181007019122494,1.2054302625864388,Excellent
CUST00176,53,Male,Lucknow,Self-Employed,287468.0,3169734,Home Loan,400.0,10,26414.45,Missed,Defaulted,1.1026389024169647,11.026389024169646,Poor
CUST00964,53,Female,Lucknow,Freelancer,2016030.0,328104,Education Loan,399.0,16,1708.88,Missed,Defaulted,0.010171753396526838,0.16274757816103927,Poor
CUST01028,61,Male,Pune,Freelancer,802276.0,1591037,Car Loan,378.0,4,33146.6,Missed,Defaulted,0.4957884817693661,1.9831541763682323,Poor
CUST01642,48,Female,Hyderabad,Freelancer,354692.0,864661,Business Loan,617.0,15,4803.67,Excellent,Rejected,0.16251857949996054,2.4377798202384042,Fair
CUST00124,60,Female,Ahmedabad,Business Owner,2339980.0,468829,Education Loan,629.0,16,2441.82,Good,Rejected,0.012522260874024567,0.20035598594859785,Fair
CUST00384,53,Female,Lucknow,Business Owner,1756518.0,1390683,Education Loan,356.0,4,28972.56,Excellent,Defaulted,0.19793177183495986,0.7917271556568165,Poor
CUST01597,56,Male,Pune,Freelancer,676128.0,1412516,Education Loan,631.0,4,29427.42,Missed,Defaulted,0.5222813431776231,2.08912513606891,Fair
CUST00585,40,Female,Chennai,Salaried,878841.0,1628232,Business Loan,890.0,18,7538.11,Missed,Defaulted,0.10292796990581914,1.8527037313916852,Excellent
CUST00040,25,Male,Pune,Salaried,1610822.0,2082709,Car Loan,369.0,16,10847.44,Good,Defaulted,0.08080922659362735,1.2929479483145871,Poor
CUST00487,25,Female,Hyderabad,Salaried,1609854.0,4825275,Home Loan,568.0,13,30931.25,Missed,Defaulted,0.230564386584125,2.9973370255936254,Fair
CUST00515,38,Male,Hyderabad,Self-Employed,787100.0,1325393,Education Loan,540.0,7,15778.49,Good,Rejected,0.24055632067081692,1.6838940414178631,Poor
CUST00332,45,Male,Hyderabad,Self-Employed,1909375.0,163936,Education Loan,686.0,19,719.02,Delayed,Approved,0.004518881833060556,0.08585846153846154,Good
CUST00428,47,Female,Delhi,Salaried,1633441.0,470539,Education Loan,457.0,18,2178.42,Missed,Defaulted,0.016003663431981934,0.28806611319294667,Poor
CUST00195,23,Female,Lucknow,Business Owner,1191469.0,2347905,Car Loan,809.0,14,13975.62,Missed,Defaulted,0.14075686400569382,1.9705968010917616,Excellent
CUST00545,52,Male,Jaipur,Self-Employed,1674764.0,1697824,Education Loan,558.0,4,35371.33,Good,Rejected,0.2534422521620957,1.0137691041842314,Fair
CUST00592,29,Male,Jaipur,Business Owner,1856321.0,4268346,Personal Loan,462.0,16,22230.97,Delayed,Defaulted,0.14370986483479958,2.299357708068809,Poor
CUST01748,34,Female,Mumbai,Salaried,2302191.0,1811169,Home Loan,780.0,5,30186.15,Missed,Defaulted,0.1573430701449185,0.7867153507245923,Excellent
CUST00323,44,Male,Hyderabad,Salaried,401139.0,2062755,Car Loan,324.0,8,21487.03,Excellent,Defaulted,0.6427805822919237,5.142244957483565,Poor
CUST01222,50,Female,Ahmedabad,Freelancer,2101860.0,3993439,Business Loan,433.0,8,41598.32,Excellent,Defaulted,0.23749433359024863,1.8999548019373318,Poor
CUST00267,46,Female,Delhi,Business Owner,1926676.0,901161,Personal Loan,767.0,19,3952.46,Delayed,Approved,0.02461727867062236,0.4677283570252601,Excellent
CUST01356,35,Male,Jaipur,Business Owner,1686561.0,3912163,Home Loan,765.0,17,19177.27,Delayed,Rejected,0.13644762329972054,2.3196095486614476,Excellent
CUST01481,26,Female,Mumbai,Salaried,1489709.0,4557863,Car Loan,412.0,11,34529.27,Missed,Defaulted,0.2781424023081018,3.0595659957750136,Poor
CUST00068,36,Female,Chennai,Salaried,2314785.0,154927,Business Loan,895.0,5,2582.12,Good,Approved,0.013385882490166473,0.06692932604971952,Excellent
CUST00988,60,Female,Pune,Business Owner,1401700.0,1014795,Personal Loan,528.0,3,28188.75,Delayed,Rejected,0.24132481986159662,0.7239744595847899,Poor
CUST01839,37,Male,Kolkata,Salaried,1672608.0,3810713,Car Loan,850.0,12,26463.28,Missed,Defaulted,0.18985880732365262,2.27830609443456,Excellent
CUST01991,46,Female,Chennai,Salaried,308944.0,3179985,Business Loan,461.0,9,29444.31,Excellent,Defaulted,1.1436756175876535,10.29307900460925,Poor
CUST01788,36,Male,Lucknow,Freelancer,1765116.0,3331121,Personal Loan,390.0,16,17349.59,Missed,Defaulted,0.11794980046637163,1.8871966488321448,Poor
CUST01613,38,Female,Delhi,Self-Employed,227798.0,4451744,Personal Loan,548.0,16,23186.17,Excellent,Defaulted,1.2214068604640953,19.542506957918857,Poor
CUST00671,54,Female,Bangalore,Self-Employed,233691.0,1609657,Business Loan,554.0,17,7890.48,Good,Defaulted,0.40517503883333117,6.887971723344074,Fair
CUST01754,53,Female,Delhi,Salaried,1416593.0,2230139,Personal Loan,774.0,16,11615.31,Missed,Defaulted,0.09839362470377871,1.5742976281825478,Excellent
CUST00479,29,Female,Kolkata,Business Owner,2450041.0,4834377,Car Loan,513.0,5,80572.95,Excellent,Rejected,0.3946364162885437,1.9731820814427188,Poor
CUST01767,50,Female,Bangalore,Salaried,636542.0,4777589,Business Loan,460.0,5,79626.48,Delayed,Defaulted,1.5011071696761564,7.505536162578432,Poor
CUST01570,38,Male,Lucknow,Self-Employed,790504.0,4465239,Education Loan,691.0,4,93025.81,Excellent,Rejected,1.4121493629380748,5.6485976035541885,Good
CUST00472,33,Male,Hyderabad,Business Owner,1357655.0,3273253,Home Loan,717.0,15,18184.74,Missed,Defaulted,0.1607307305611514,2.410960811104441,Good
CUST01666,29,Female,Mumbai,Business Owner,2145049.0,1819617,Personal Loan,503.0,1,151634.75,Excellent,Rejected,0.8482869155902732,0.8482869155902732,Poor
CUST00721,32,Female,Chennai,Salaried,238547.0,4372751,Education Loan,672.0,16,22774.74,Delayed,Defaulted,1.1456730958679002,18.330773390568734,Good
CUST01299,24,Female,Hyderabad,Freelancer,1698339.0,4120101,Home Loan,470.0,9,38149.08,Missed,Defaulted,0.2695509907032695,2.42595912830124,Poor
CUST01306,58,Female,Mumbai,Salaried,473452.0,1058314,Home Loan,779.0,11,8017.53,Missed,Defaulted,0.203210378243201,2.235314245161072,Excellent
CUST01849,29,Female,Pune,Freelancer,1996725.0,3874977,Home Loan,586.0,18,17939.71,Excellent,Rejected,0.10781480674604664,1.9406663411336063,Fair
CUST01703,54,Female,Delhi,Freelancer,2109824.0,863526,Home Loan,894.0,10,7196.05,Good,Approved,0.04092881681126009,0.4092881681126009,Excellent
CUST01562,41,Female,Chennai,Self-Employed,2382926.0,2519491,Car Loan,779.0,2,104978.79,Delayed,Rejected,0.5286548889894189,1.0573097947649235,Excellent
CUST01611,48,Male,Bangalore,Salaried,1134339.0,1205933,Car Loan,529.0,19,5289.18,Excellent,Rejected,0.05595343191056642,1.063115171037935,Poor
CUST01692,54,Female,Chennai,Business Owner,1114565.0,3936613,Car Loan,626.0,16,20503.19,Good,Approved,0.22074825604608073,3.5319725632870225,Fair
CUST00480,50,Male,Lucknow,Salaried,2472158.0,1642173,Personal Loan,373.0,2,68423.88,Missed,Defaulted,0.3321335286822283,0.6642670088238697,Poor
CUST00863,45,Female,Ahmedabad,Business Owner,967524.0,4358760,Business Loan,690.0,2,181615.0,Good,Rejected,2.2525332704925147,4.5050665409850295,Good
CUST01245,52,Female,Lucknow,Salaried,1072328.0,4274367,Education Loan,795.0,15,23746.48,Missed,Defaulted,0.26573749822815407,3.986063032952604,Excellent
CUST01532,34,Female,Mumbai,Self-Employed,2276198.0,3871301,Education Loan,632.0,3,107536.14,Good,Approved,0.5669250566075534,1.7007751522494967,Fair
CUST01263,42,Female,Lucknow,Self-Employed,1305710.0,1538543,Personal Loan,732.0,18,7122.88,Delayed,Approved,0.06546213171378024,1.178319075445543,Good
CUST01848,41,Male,Ahmedabad,Salaried,1416593.0,4056622,Education Loan,427.0,10,33805.18,Delayed,Defaulted,0.28636465096185004,2.8636467919861244,Poor
CUST00262,57,Male,Jaipur,Salaried,1879161.0,1185270,Business Loan,344.0,14,7055.18,Excellent,Defaulted,0.045053170005124626,0.6307442523551734,Poor
CUST01118,50,Female,Chennai,Freelancer,1391855.0,4580734,Home Loan,429.0,1,381727.83,Missed,Defaulted,3.2910999780867978,3.2911000068254235,Poor
CUST01005,34,Female,Delhi,Freelancer,1391855.0,4058146,Education Loan,668.0,11,30743.53,Excellent,Rejected,0.26505804124711263,2.915638482456865,Good
CUST00241,28,Male,Hyderabad,Self-Employed,1744613.0,4137138,Car Loan,719.0,8,43095.19,Missed,Defaulted,0.29642234696176173,2.371378638127768,Good
CUST01059,32,Female,Mumbai,Business Owner,541207.0,3825702,Education Loan,705.0,13,24523.73,Missed,Defaulted,0.5437563815693441,7.068833182128095,Good
CUST00869,57,Female,Jaipur,Salaried,1842892.0,4278456,Education Loan,405.0,18,19807.67,Excellent,Defaulted,0.12897773716528152,2.321598878284783,Poor
CUST01575,39,Male,Mumbai,Self-Employed,594754.0,542503,Business Loan,537.0,19,2379.4,Good,Rejected,0.04800774774108287,0.91214687080709,Poor
CUST01620,27,Female,Ahmedabad,Freelancer,605105.0,3262713,Education Loan,693.0,4,67973.19,Good,Rejected,1.3479946125052678,5.391978251708381,Good
CUST01318,58,Female,Jaipur,Salaried,342980.0,2555365,Education Loan,394.0,12,17745.59,Good,Defaulted,0.6208731704472564,7.450478161991953,Poor
CUST00571,22,Male,Pune,Freelancer,2063236.0,3976690,Business Loan,513.0,2,165695.42,Good,Rejected,0.9637021843356747,1.927404329897307,Poor
CUST00366,23,Male,Ahmedabad,Freelancer,226806.0,544955,Car Loan,318.0,14,3243.78,Good,Defaulted,0.1716240311102881,2.402736259181856,Poor
CUST01679,29,Male,Mumbai,Business Owner,1211930.0,3043349,Car Loan,594.0,19,13348.02,Excellent,Rejected,0.13216624722549983,2.511159060341769,Fair
CUST01266,32,Male,Bangalore,Self-Employed,1006564.0,3202963,Home Loan,898.0,7,38130.51,Excellent,Approved,0.4545822421624457,3.182075854093729,Excellent
CUST00719,35,Male,Lucknow,Freelancer,1391855.0,3030342,Home Loan,458.0,11,22957.14,Excellent,Defaulted,0.19792699670583502,2.1771966189006755,Poor
CUST00951,40,Female,Chennai,Salaried,2473958.0,1346573,Home Loan,814.0,11,10201.31,Excellent,Approved,0.04948172927753826,0.5442990543897673,Excellent
CUST01224,44,Male,Mumbai,Salaried,1556688.0,4690239,Home Loan,703.0,14,27918.09,Good,Rejected,0.2152114489223274,3.0129602078258455,Good
CUST00072,61,Female,Mumbai,Freelancer,1063663.0,3699886,Home Loan,883.0,3,102774.61,Good,Approved,1.1594793839778201,3.478438189539356,Excellent
CUST00922,32,Female,Hyderabad,Business Owner,408944.0,2089660,Business Loan,685.0,9,19348.7,Missed,Defaulted,0.5677657576587504,5.109892797057788,Good
CUST00260,32,Male,Ahmedabad,Freelancer,2451401.0,219934,Business Loan,702.0,15,1221.86,Excellent,Rejected,0.005981200138206682,0.08971767572910348,Good
CUST00052,38,Female,Jaipur,Salaried,761672.0,3798294,Personal Loan,843.0,10,31652.45,Delayed,Rejected,0.49867843376151416,4.986784337615141,Excellent
CUST00199,53,Female,Hyderabad,Business Owner,223429.0,4159070,Personal Loan,724.0,12,28882.43,Excellent,Defaulted,1.5512272802545777,18.61472772111051,Good
CUST01646,45,Male,Hyderabad,Freelancer,2153256.0,4757926,Business Loan,511.0,8,49561.73,Good,Rejected,0.2762053188287877,2.2096425134772644,Poor
CUST01191,24,Female,Pune,Freelancer,2481608.0,2845126,Home Loan,457.0,16,14818.36,Missed,Defaulted,0.0716552815754946,1.1464848598166995,Poor
CUST00333,53,Female,Ahmedabad,Salaried,2213321.0,4260583,Personal Loan,725.0,9,39449.84,Delayed,Rejected,0.21388586653269,1.924972925300939,Good
CUST01387,53,Female,Mumbai,Business Owner,1445803.0,4109626,Personal Loan,496.0,9,38052.09,Missed,Defaulted,0.3158280069968038,2.84245225663524,Poor
CUST00615,35,Female,Hyderabad,Freelancer,2291635.0,643731,Education Loan,859.0,13,4126.48,Missed,Defaulted,0.021608048402123374,0.2809046815919638,Excellent
CUST01764,49,Female,Delhi,Salaried,2226110.0,4455113,Education Loan,417.0,10,37125.94,Excellent,Defaulted,0.2001299486548284,2.0012995763911037,Poor
CUST00999,23,Male,Mumbai,Business Owner,367647.0,4563962,Business Loan,711.0,16,23770.64,Excellent,Defaulted,0.7758738137398101,12.413978626236581,Good
CUST01183,39,Male,Chennai,Self-Employed,1353824.0,3895204,Business Loan,378.0,9,36066.7,Good,Defaulted,0.31968734488382533,2.8771863994138087,Poor
CUST01340,35,Female,Chennai,Self-Employed,2199920.0,3461031,Personal Loan,579.0,4,72104.81,Good,Rejected,0.39331326593694316,1.5732531182952108,Fair
CUST00933,55,Male,Mumbai,Business Owner,2097501.0,4316988,Personal Loan,744.0,4,89937.25,Excellent,Approved,0.5145394447964506,2.0581577791858026,Good
CUST01668,39,Female,Jaipur,Salaried,1656048.0,2898039,Business Loan,851.0,18,13416.85,Excellent,Approved,0.09722073273238457,1.7499728268745833,Excellent
CUST00949,58,Male,Kolkata,Business Owner,1901243.0,4892256,Personal Loan,866.0,1,407688.0,Missed,Defaulted,2.5731881721589507,2.5731881721589507,Excellent
CUST00427,37,Male,Pune,Self-Employed,1343657.0,276256,Education Loan,697.0,3,7673.78,Good,Approved,0.06853338314763366,0.2056000899038966,Good
CUST01680,32,Male,Delhi,Business Owner,1867740.0,1292522,Business Loan,811.0,10,10771.02,Excellent,Approved,0.06920248000256995,0.6920245858631286,Excellent
CUST00680,26,Male,Chennai,Freelancer,1510077.0,457407,Personal Loan,558.0,14,2722.66,Excellent,Rejected,0.021635929823446087,0.30290309699439166,Fair
CUST00612,41,Female,Ahmedabad,Self-Employed,1778638.0,734494,Home Loan,864.0,10,6120.78,Good,Approved,0.041295283244819916,0.4129530573393799,Excellent
CUST01019,57,Female,Lucknow,Self-Employed,1392931.0,3759362,Home Loan,577.0,3,104426.72,Good,Rejected,0.8996286535370381,2.698886018043966,Fair
CUST01231,57,Female,Pune,Salaried,2244940.0,4762037,Home Loan,497.0,4,99209.1,Delayed,Defaulted,0.5303078033265923,2.1212313023956098,Poor
CUST00655,46,Male,Delhi,Business Owner,975158.0,875963,Education Loan,487.0,4,18249.23,Missed,Defaulted,0.22456951591434415,0.8982780226383827,Poor
CUST00556,38,Female,Hyderabad,Business Owner,2000830.0,2655221,Personal Loan,365.0,9,24585.38,Excellent,Defaulted,0.14745108779856358,1.327059770195369,Poor
CUST01610,32,Female,Lucknow,Salaried,1894814.0,2378033,Education Loan,525.0,9,22018.82,Excellent,Rejected,0.1394468480811309,1.2550218649429443,Poor
CUST00399,44,Female,Ahmedabad,Salaried,1080412.0,267314,Education Loan,620.0,15,1485.08,Missed,Defaulted,0.016494596505777424,0.24741857735752656,Fair
CUST00591,49,Male,Lucknow,Business Owner,1637188.0,628110,Education Loan,594.0,15,3489.5,Delayed,Rejected,0.025576781652443092,0.3836517247866464,Fair
CUST00463,33,Female,Lucknow,Freelancer,1282424.0,689104,Business Loan,778.0,2,28712.67,Excellent,Approved,0.268672482735819,0.5373449030897738,Excellent
CUST00437,31,Female,Jaipur,Freelancer,1881641.0,3899091,Business Loan,449.0,10,32492.42,Delayed,Defaulted,0.20721755106314116,2.0721758295020143,Poor
CUST00193,22,Female,Mumbai,Business Owner,2459776.0,1517130,Personal Loan,872.0,3,42142.5,Delayed,Approved,0.20559189129416663,0.6167756738824999,Excellent
CUST01464,30,Female,Pune,Business Owner,1315244.0,1121192,Home Loan,307.0,3,31144.22,Excellent,Defaulted,0.28415308490287733,0.8524593155338477,Poor
CUST00638,49,Male,Chennai,Salaried,519972.0,825292,Home Loan,410.0,3,22924.78,Good,Defaulted,0.5290618725623687,1.587185463832668,Poor
CUST00293,59,Female,Delhi,Self-Employed,1301928.0,4686440,Business Loan,329.0,15,26035.78,Delayed,Defaulted,0.23997437646321454,3.5996153397115664,Poor
CUST00757,37,Male,Lucknow,Salaried,1170834.0,1978854,Business Loan,511.0,17,9700.26,Missed,Defaulted,0.09941897826677394,1.6901234504635156,Poor
CUST01456,35,Male,Ahmedabad,Self-Employed,1406184.0,4434575,Personal Loan,736.0,10,36954.79,Delayed,Approved,0.31536234233926713,3.1536235656215688,Good
CUST00890,25,Female,Hyderabad,Freelancer,1187073.0,2265995,Car Loan,530.0,13,14525.61,Excellent,Rejected,0.14683791140056257,1.9088927134220053,Poor
CUST01135,60,Male,Lucknow,Business Owner,840473.0,1849971,Education Loan,812.0,14,11011.73,Missed,Defaulted,0.15722189766952657,2.2011069957036096,Excellent
CUST01418,27,Female,Delhi,Salaried,1685255.0,2481129,Personal Loan,512.0,9,22973.42,Missed,Defaulted,0.16358416975472553,1.4722573141750062,Poor
CUST00142,50,Male,Delhi,Salaried,2315904.0,1857402,Car Loan,518.0,2,77391.75,Excellent,Rejected,0.401010145498259,0.802020290996518,Poor
CUST00747,45,Female,Chennai,Freelancer,1391855.0,1508316,Education Loan,877.0,11,11426.64,Missed,Defaulted,0.09851577930172324,1.0836732274554461,Excellent
CUST00003,36,Female,Ahmedabad,Business Owner,2113722.0,745532,Car Loan,819.0,4,15531.92,Good,Approved,0.08817765060873663,0.3527105267390887,Excellent
CUST00986,54,Female,Mumbai,Business Owner,908521.0,3427180,Car Loan,466.0,19,15031.49,Excellent,Defaulted,0.19854013280925814,3.7722628315691105,Poor
CUST00577,57,Female,Lucknow,Business Owner,1910524.0,1433640,Home Loan,588.0,5,23894.0,Good,Rejected,0.15007819844189343,0.7503909922094671,Fair
CUST01910,39,Male,Lucknow,Self-Employed,1122630.0,993831,Car Loan,437.0,17,4871.72,Excellent,Defaulted,0.05207471740466583,0.8852703027711712,Poor
CUST01694,61,Male,Hyderabad,Freelancer,1252425.0,4354083,Education Loan,310.0,13,27910.79,Excellent,Defaulted,0.2674247799269417,3.4765219474220013,Poor
CUST00340,47,Male,Pune,Self-Employed,1309639.0,3032202,Education Loan,354.0,12,21056.96,Good,Defaulted,0.19294135254066197,2.315296047231336,Poor
CUST01321,29,Male,Ahmedabad,Freelancer,457354.0,2341947,Personal Loan,513.0,10,19516.22,Excellent,Rejected,0.5120642653174565,5.120643965068634,Poor
CUST00409,37,Male,Delhi,Business Owner,1619541.0,3338210,Business Loan,829.0,15,18545.61,Missed,Approved,0.13741382280535042,2.0612074655720356,Excellent
CUST00837,62,Male,Jaipur,Self-Employed,1552790.0,4672942,Car Loan,858.0,17,22906.58,Excellent,Rejected,0.1770226237933011,3.0093843984054507,Excellent
CUST00266,56,Female,Mumbai,Freelancer,1309004.0,1654243,Personal Loan,719.0,11,12532.14,Excellent,Approved,0.11488557712581474,1.2637417456325573,Good
CUST00377,58,Female,Delhi,Business Owner,1085421.0,348783,Personal Loan,503.0,8,3633.16,Missed,Defaulted,0.04016682927638216,0.32133430254251577,Poor
CUST00713,51,Female,Bangalore,Salaried,358588.0,2709786,Education Loan,641.0,2,112907.75,Excellent,Defaulted,3.778411435965509,7.556822871931018,Fair
CUST00495,58,Male,Hyderabad,Self-Employed,511955.0,3060087,Car Loan,624.0,18,14167.07,Delayed,Rejected,0.33206988895508394,5.97725776679591,Fair
CUST00440,55,Female,Bangalore,Salaried,866165.0,2977503,Education Loan,703.0,12,20677.1,Delayed,Rejected,0.2864641263500603,3.437570208909388,Good
CUST00272,39,Female,Lucknow,Self-Employed,1552144.0,3309819,Home Loan,727.0,9,30646.47,Good,Rejected,0.23693525858425507,2.1324174818831243,Good
CUST00185,38,Female,Mumbai,Freelancer,2222234.0,4856546,Home Loan,821.0,4,101178.04,Delayed,Approved,0.5463585202998424,2.1854341171991787,Excellent
CUST00974,35,Male,Jaipur,Freelancer,1778608.0,2505257,Business Loan,414.0,18,11598.41,Missed,Defaulted,0.07825272347813571,1.4085492699909143,Poor
CUST00245,22,Female,Kolkata,Self-Employed,1430844.0,1085408,Education Loan,802.0,14,6460.76,Missed,Defaulted,0.05418418779405721,0.7585788527610278,Excellent
